date,state,fips,cases,deaths,new cases,seven_day_avg
11/8/2021,Hawaii,15,82379,959,97,104.14
11/9/2021,Hawaii,15,82454,959,75,109.29
11/10/2021,Hawaii,15,82582,965,128,104.57
11/11/2021,Hawaii,15,82710,968,128,107.14
11/12/2021,Hawaii,15,82836,973,126,109.29
11/13/2021,Hawaii,15,82914,973,78,107.86
11/14/2021,Hawaii,15,82986,974,72,100.57
11/15/2021,Hawaii,15,83079,974,93,100
11/16/2021,Hawaii,15,83137,974,58,97.57
11/17/2021,Hawaii,15,83270,982,133,98.29
11/18/2021,Hawaii,15,83486,989,216,110.86
11/19/2021,Hawaii,15,83684,995,198,121.14
11/20/2021,Hawaii,15,83896,999,212,140.29
11/21/2021,Hawaii,15,83992,999,96,143.71
11/22/2021,Hawaii,15,84084,999,92,143.57
11/23/2021,Hawaii,15,84135,999,51,142.57
11/24/2021,Hawaii,15,84239,1005,104,138.43
11/25/2021,Hawaii,15,84315,1011,76,118.43
11/26/2021,Hawaii,15,84334,1012,19,92.86
11/27/2021,Hawaii,15,84466,1012,132,81.43
11/28/2021,Hawaii,15,84615,1015,149,89
11/29/2021,Hawaii,15,84685,1015,70,85.86
11/30/2021,Hawaii,15,84760,1015,75,89.29
12/1/2021,Hawaii,15,84848,1023,88,87
12/2/2021,Hawaii,15,84968,1024,120,93.29
12/3/2021,Hawaii,15,85086,1025,118,107.43
12/4/2021,Hawaii,15,85203,1029,117,105.29
12/5/2021,Hawaii,15,85330,1030,127,102.14
12/6/2021,Hawaii,15,85413,1030,83,104
12/7/2021,Hawaii,15,85464,1030,51,100.57
12/8/2021,Hawaii,15,85536,1036,72,98.29
12/9/2021,Hawaii,15,85676,1037,140,101.14
12/10/2021,Hawaii,15,85833,1042,157,106.71
12/11/2021,Hawaii,15,86016,1050,183,116.14
12/12/2021,Hawaii,15,86225,1055,209,127.86
12/13/2021,Hawaii,15,86372,1055,147,137
12/14/2021,Hawaii,15,86579,1055,207,159.29
12/15/2021,Hawaii,15,86857,1060,278,188.71
12/16/2021,Hawaii,15,87241,1062,384,223.57
12/17/2021,Hawaii,15,88019,1064,778,312.29
12/18/2021,Hawaii,15,88717,1067,698,385.86
12/19/2021,Hawaii,15,89675,1069,958,492.86
12/20/2021,Hawaii,15,90510,1069,835,591.14
12/21/2021,Hawaii,15,91202,1069,692,660.43
12/22/2021,Hawaii,15,92157,1071,955,757.14
12/23/2021,Hawaii,15,93646,1074,1489,915
12/24/2021,Hawaii,15,95454,1075,1808,1062.14
12/25/2021,Hawaii,15,97022,1079,1568,1186.43
12/26/2021,Hawaii,15,99199,1079,2177,1360.57
12/27/2021,Hawaii,15,100559,1079,1360,1435.57
12/28/2021,Hawaii,15,101371,1079,812,1452.71
12/29/2021,Hawaii,15,102925,1082,1554,1538.29
12/30/2021,Hawaii,15,106350,1082,3425,1814.86
12/31/2021,Hawaii,15,109576,1087,3226,2017.43
1/1/2022,Hawaii,15,112283,1091,2707,2180.14
1/2/2022,Hawaii,15,115400,1091,3117,2314.43
1/3/2022,Hawaii,15,118330,1091,2930,2538.71
1/4/2022,Hawaii,15,119830,1091,1500,2637
1/5/2022,Hawaii,15,122385,1091,2555,2780
1/6/2022,Hawaii,15,127085,1095,4700,2962.14
1/7/2022,Hawaii,15,130605,1098,3520,3004.14
1/8/2022,Hawaii,15,134753,1099,4148,3210
1/9/2022,Hawaii,15,139262,1102,4509,3408.86
1/10/2022,Hawaii,15,143089,1102,3827,3537
1/11/2022,Hawaii,15,146000,1102,2911,3738.57
1/12/2022,Hawaii,15,149460,1107,3460,3867.86
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
